UTC_Seconds_Of_Day, Lat(deg), Long(deg), WGS84_Ellipsoid_Height(m), S-to-N_Slp, W-to-E_Slp, RMS_Fit(cm), Num_ATM_obs_Used, Num_Of_ATM_obs_Removed, Dist_Block_To_Right_aircraft(m), Track_ID
43943.25, 81.935713, 298.813448, 14.8807, -0.0001113, 0.0019790, 25.34, 166, 2, -54, 2
43943.25, 81.936308, 298.796388, 14.8994, -0.0024276, -0.0030820, 25.40, 511, 10, -328, 3
43943.50, 81.935395, 298.831015, 15.0524, -0.0039647, 0.0003306, 42.44, 448, 11, 221, 1
43943.50, 81.935990, 298.813974, 14.8887, -0.0004300, 0.0010265, 27.87, 162, 6, -53, 2
43943.50, 81.936585, 298.796934, 14.8976, -0.0026812, -0.0021453, 27.12, 510, 7, -327, 3
43943.75, 81.935673, 298.831523, 14.9334, 0.0003925, 0.0018605, 36.35, 454, 6, 221, 1
43943.75, 81.936266, 298.814500, 14.8952, -0.0022512, 0.0002714, 32.05, 163, 4, -53, 2
43943.75, 81.936859, 298.797476, 14.9131, -0.0004563, -0.0007495, 25.55, 512, 7, -326, 3
43944.00, 81.935950, 298.832023, 14.9799, 0.0022722, 0.0022629, 33.60, 455, 4, 221, 1
43944.00, 81.936543, 298.815019, 14.8420, 0.0002138, 0.0010029, 28.81, 163, 3, -52, 2
43944.00, 81.937136, 298.798015, 14.8895, -0.0016372, -0.0005194, 24.09, 506, 10, -326, 3
43944.25, 81.936228, 298.832518, 15.0095, -0.0024228, 0.0008431, 28.47, 448, 7, 221, 1
43944.25, 81.936820, 298.815534, 14.8955, 0.0044662, 0.0020214, 29.19, 162, 2, -52, 2
43944.25, 81.937412, 298.798549, 14.8587, -0.0030771, -0.0001322, 20.89, 503, 13, -325, 3
43944.50, 81.936505, 298.833015, 15.0291, -0.0021867, 0.0000000, 30.21, 455, 5, 222, 1
43944.50, 81.937097, 298.816041, 14.9373, -0.0002042, 0.0003415, 35.94, 163, 3, -51, 2
43944.50, 81.937688, 298.799068, 14.8991, 0.0006720, 0.0014289, 23.64, 521, 6, -324, 3
43944.75, 81.936783, 298.833503, 14.9572, -0.0043351, -0.0002986, 30.18, 462, 4, 221, 1
43944.75, 81.937373, 298.816545, 14.8762, -0.0021424, -0.0002406, 33.34, 158, 8, -51, 2
43944.75, 81.937964, 298.799588, 14.8873, -0.0006975, 0.0004187, 25.10, 506, 10, -324, 3
43945.00, 81.937059, 298.833984, 14.8642, 0.0002008, 0.0019379, 26.37, 461, 8, 221, 1
43945.00, 81.937652, 298.817041, 14.9408, 0.0051694, 0.0014421, 33.49, 155, 10, -51, 2
43945.00, 81.938244, 298.800098, 14.8223, -0.0015456, -0.0008035, 23.02, 500, 15, -324, 3
43945.25, 81.937341, 298.834432, 14.8568, -0.0035922, 0.0006116, 23.74, 460, 10, 221, 1
43945.25, 81.937929, 298.817505, 15.0701, 0.0014539, 0.0001825, 38.52, 164, 4, -52, 2
43945.25, 81.938518, 298.800579, 14.8616, 0.0059609, 0.0000000, 28.05, 505, 9, -324, 3
43945.50, 81.937619, 298.834904, 14.8708, 0.0011439, 0.0010398, 23.57, 452, 11, 220, 1
43945.50, 81.938207, 298.817994, 15.0457, -0.0032647, 0.0000000, 33.73, 167, 1, -52, 2
43945.50, 81.938795, 298.801085, 14.9940, 0.0039165, -0.0012326, 31.09, 509, 8, -323, 3
43945.75, 81.937897, 298.835378, 14.8902, -0.0025961, -0.0003445, 26.12, 451, 13, 220, 1
43945.75, 81.938485, 298.818490, 14.9436, -0.0027192, -0.0005710, 29.29, 165, 2, -52, 2
43945.75, 81.939072, 298.801603, 14.9815, -0.0082801, -0.0033506, 30.78, 496, 20, -323, 3
43946.00, 81.938174, 298.835855, 14.8450, -0.0001199, 0.0002314, 26.55, 447, 20, 220, 1
43946.00, 81.938762, 298.818987, 14.9057, 0.0002076, -0.0015223, 30.05, 167, 2, -51, 2
43946.00, 81.939351, 298.802119, 14.9357, 0.0006517, -0.0006303, 37.08, 494, 23, -323, 3
43946.25, 81.938453, 298.836340, 14.8290, 0.0010776, 0.0009520, 28.16, 447, 17, 220, 1
43946.25, 81.939039, 298.819484, 14.9480, 0.0023272, -0.0007145, 32.47, 166, 3, -51, 2
43946.25, 81.939626, 298.802627, 15.0353, 0.0012735, -0.0004038, 39.30, 508, 14, -322, 3
43946.50, 81.938729, 298.836803, 14.9144, 0.0036660, 0.0015101, 28.89, 458, 7, 219, 1
43946.50, 81.939318, 298.819962, 14.9487, -0.0009154, -0.0008262, 28.66, 163, 6, -51, 2
43946.50, 81.939906, 298.803122, 15.0274, 0.0004729, -0.0006025, 30.47, 491, 28, -322, 3
43946.75, 81.939010, 298.837270, 15.0197, 0.0025153, 0.0017480, 31.10, 455, 7, 219, 1
43946.75, 81.939595, 298.820444, 14.9307, -0.0010580, -0.0012130, 27.77, 163, 5, -52, 2
43946.75, 81.940180, 298.803618, 15.0474, 0.0038093, -0.0008599, 34.46, 502, 20, -322, 3
43947.00, 81.939288, 298.837732, 14.9996, -0.0013386, 0.0019555, 31.57, 458, 14, 218, 1
43947.00, 81.939872, 298.820931, 15.0067, 0.0041485, 0.0010274, 31.38, 163, 3, -52, 2
43947.00, 81.940457, 298.804131, 15.0137, -0.0054604, -0.0033558, 38.45, 526, 8, -322, 3
43947.00, 81.939761, 298.824146, 14.9291, 0.0090997, -0.0004335, 31.84, 50, 0, 0, 0
43947.25, 81.939567, 298.838207, 15.0053, 0.0042022, 0.0051826, 42.58, 452, 16, 218, 1
43947.25, 81.940150, 298.821424, 15.0280, -0.0030847, -0.0014391, 32.96, 167, 1, -52, 2
43947.25, 81.940733, 298.804641, 14.9378, -0.0014502, -0.0007370, 30.54, 515, 15, -321, 3
43947.50, 81.939845, 298.838685, 14.9964, -0.0040562, 0.0047873, 48.38, 468, 4, 218, 1
43947.50, 81.940427, 298.821927, 14.8603, -0.0063291, -0.0031177, 20.73, 160, 5, -51, 2
43947.50, 81.941010, 298.805169, 14.9858, 0.0019358, 0.0005745, 24.81, 516, 8, -321, 3
43947.75, 81.940123, 298.839178, 14.9871, -0.0004388, 0.0046530, 38.69, 468, 6, 218, 1
43947.75, 81.940704, 298.822426, 14.7668, 0.0004439, -0.0012523, 16.94, 159, 2, -51, 2
43947.75, 81.941286, 298.805673, 14.9944, -0.0029365, -0.0003317, 21.58, 512, 8, -321, 3
43948.00, 81.940401, 298.839687, 15.0724, 0.0014594, 0.0045709, 40.94, 457, 13, 218, 1
43948.00, 81.940980, 298.822944, 14.7601, -0.0003733, -0.0014523, 15.04, 162, 2, -51, 2
43948.00, 81.941560, 298.806201, 14.9472, -0.0028635, 0.0000000, 22.49, 510, 10, -320, 3
43948.25, 81.940675, 298.840220, 15.1115, -0.0022800, 0.0018499, 34.02, 457, 22, 219, 1
43948.25, 81.941256, 298.823489, 14.7185, -0.0015382, -0.0011803, 15.17, 165, 4, -50, 2
43948.25, 81.941837, 298.806758, 14.8982, -0.0015479, 0.0003520, 21.58, 499, 21, -319, 3
43948.25, 81.941148, 298.826597, 14.6757, -0.0004415, -0.0011784, 7.81, 51, 1, 0, 0
43948.50, 81.940952, 298.840733, 15.0643, -0.0039348, 0.0004509, 31.34, 460, 6, 219, 1
43948.50, 81.941532, 298.824030, 14.6605, -0.0009676, -0.0002568, 13.35, 158, 8, -49, 2
43948.50, 81.942111, 298.807328, 14.8451, 0.0003386, 0.0000000, 23.26, 507, 15, -318, 3
43948.50, 81.941426, 298.827086, 14.6490, -0.0014055, -0.0013124, 7.96, 50, 1, 0, 0
43948.75, 81.941230, 298.841229, 14.9974, -0.0051699, -0.0013722, 29.43, 455, 14, 219, 1
43948.75, 81.941809, 298.824531, 14.6373, 0.0006268, 0.0002394, 11.09, 153, 12, -49, 2
43948.75, 81.942387, 298.807834, 14.8416, 0.0032937, -0.0004474, 23.37, 517, 6, -317, 3
43949.00, 81.941508, 298.841716, 14.9824, 0.0005485, -0.0013124, 23.53, 439, 29, 219, 1
43949.00, 81.942087, 298.825016, 14.7667, 0.0054547, 0.0010910, 20.00, 167, 1, -49, 2
43949.00, 81.942665, 298.808316, 14.9411, 0.0031531, -0.0006317, 22.68, 512, 17, -317, 3
43949.25, 81.941788, 298.842147, 15.0157, 0.0008368, -0.0011710, 23.77, 442, 24, 218, 1
43949.25, 81.942365, 298.825469, 14.9215, 0.0045565, 0.0012313, 22.81, 167, 2, -50, 2
43949.25, 81.942942, 298.808792, 14.9755, -0.0026939, -0.0013420, 23.45, 518, 14, -317, 3
43949.50, 81.942068, 298.842576, 14.9981, 0.0005680, -0.0004553, 27.72, 461, 11, 217, 1
43949.50, 81.942644, 298.825923, 15.0365, 0.0016265, 0.0011096, 27.40, 167, 1, -50, 2
43949.50, 81.943220, 298.809269, 14.9954, 0.0014980, 0.0000000, 26.70, 514, 18, -318, 3
43949.75, 81.942346, 298.843082, 14.9886, 0.0007816, 0.0006246, 30.75, 465, 5, 218, 1
43949.75, 81.942919, 298.826457, 15.0137, -0.0022913, -0.0002072, 27.10, 162, 5, -49, 2
43949.75, 81.943493, 298.809833, 14.9972, -0.0004330, -0.0011282, 28.64, 511, 21, -316, 3
43950.00, 81.942622, 298.843608, 14.9546, -0.0018684, 0.0006593, 27.59, 466, 7, 218, 1
43950.00, 81.943195, 298.826992, 14.9476, -0.0009073, -0.0003217, 24.87, 163, 6, -49, 2
43950.00, 81.943769, 298.810376, 14.9809, -0.0008379, -0.0015801, 31.18, 513, 19, -315, 3
43950.25, 81.942896, 298.844130, 14.9466, -0.0014468, 0.0005368, 26.07, 471, 6, 219, 1
43950.25, 81.943471, 298.827532, 14.8794, -0.0017418, -0.0011825, 26.64, 163, 3, -48, 2
43950.25, 81.944046, 298.810934, 14.9947, -0.0011319, -0.0010410, 33.00, 532, 8, -314, 3
43950.25, 81.943368, 298.830505, 14.9280, -0.0019097, 0.0016644, 22.11, 50, 2, 0, 0
43950.50, 81.943173, 298.844663, 14.9481, -0.0027125, -0.0005164, 25.97, 469, 6, 220, 1
43950.50, 81.943746, 298.828076, 15.1023, 0.0164562, 0.0044956, 39.71, 163, 3, -47, 2
43950.50, 81.944319, 298.811489, 15.0917, 0.0056681, 0.0008171, 33.41, 526, 17, -313, 3
43950.75, 81.943450, 298.845178, 14.9827, 0.0022792, 0.0000000, 25.91, 463, 12, 220, 1
43950.75, 81.944022, 298.828624, 15.2294, -0.0081392, -0.0004733, 48.76, 164, 3, -46, 2
43950.75, 81.944594, 298.812070, 15.1527, -0.0025891, -0.0020325, 38.15, 519, 15, -312, 3
43951.00, 81.943725, 298.845706, 15.0182, 0.0037694, 0.0014165, 32.39, 467, 14, 221, 1
43951.00, 81.944298, 298.829167, 14.9572, -0.0038557, -0.0003975, 31.17, 165, 3, -45, 2
43951.00, 81.944870, 298.812628, 15.0925, -0.0012495, -0.0022434, 41.73, 518, 13, -311, 3
43951.25, 81.944002, 298.846235, 14.9968, -0.0009036, 0.0019224, 34.62, 471, 9, 221, 1
43951.25, 81.944573, 298.829721, 14.8687, -0.0015418, -0.0002106, 23.75, 165, 2, -44, 2
43951.25, 81.945143, 298.813207, 15.0401, -0.0024322, -0.0022172, 39.50, 514, 22, -309, 3
43951.50, 81.944280, 298.846760, 14.8480, -0.0077729, 0.0008358, 26.50, 459, 8, 222, 1
43951.50, 81.944848, 298.830247, 14.8445, 0.0007828, -0.0001211, 23.00, 166, 4, -43, 2
43951.50, 81.945416, 298.813733, 14.9760, -0.0026640, -0.0020440, 35.61, 502, 33, -308, 3
43951.75, 81.944556, 298.847278, 14.8825, 0.0000000, 0.0014854, 29.94, 460, 8, 222, 1
43951.75, 81.945124, 298.830784, 14.8824, 0.0009855, -0.0002561, 22.89, 163, 4, -43, 2
43951.75, 81.945692, 298.814290, 15.0155, 0.0016277, -0.0013778, 41.54, 514, 22, -307, 3
43952.00, 81.944832, 298.847785, 15.0114, 0.0005540, 0.0005320, 31.43, 458, 13, 223, 1
43952.00, 81.945400, 298.831311, 14.9145, -0.0015768, -0.0001463, 23.71, 165, 2, -42, 2
43952.00, 81.945967, 298.814837, 15.0152, 0.0008373, -0.0013033, 35.70, 520, 22, -306, 3
43952.25, 81.945110, 298.848288, 15.0448, -0.0027523, -0.0013072, 26.72, 456, 16, 223, 1
43952.25, 81.945676, 298.831834, 14.9852, 0.0035352, 0.0003758, 30.53, 165, 1, -41, 2
43952.25, 81.946242, 298.815381, 15.0122, 0.0011756, -0.0008171, 31.00, 524, 21, -305, 3
43952.25, 81.945587, 298.834409, 14.8259, -0.0027743, -0.0001121, 23.85, 50, 0, 0, 0
43952.50, 81.945387, 298.848784, 14.9706, 0.0005719, 0.0000000, 23.43, 458, 17, 223, 1
43952.50, 81.945952, 298.832351, 15.0547, 0.0012737, -0.0003340, 30.30, 165, 2, -41, 2
43952.50, 81.946517, 298.815918, 15.0122, -0.0001717, -0.0008952, 32.67, 512, 32, -305, 3
43952.50, 81.945865, 298.834896, 14.9114, 0.0099905, -0.0016999, 16.57, 50, 2, 0, 0
43952.75, 81.945665, 298.849270, 15.0142, 0.0028780, 0.0014831, 27.85, 465, 7, 223, 1
43952.75, 81.946229, 298.832858, 15.0746, -0.0002492, -0.0001113, 23.49, 164, 2, -41, 2
43952.75, 81.946793, 298.816445, 15.0795, 0.0038022, 0.0000000, 36.28, 518, 28, -304, 3
43953.00, 81.945941, 298.849751, 15.1638, 0.0037841, 0.0016656, 33.34, 472, 7, 223, 1
43953.00, 81.946506, 298.833355, 15.0193, -0.0037215, -0.0009329, 20.97, 165, 2, -40, 2
43953.00, 81.947072, 298.816960, 15.1356, 0.0026077, -0.0013396, 34.66, 523, 19, -304, 3
43953.00, 81.946420, 298.835867, 15.0470, -0.0017655, -0.0027517, 19.57, 50, 0, 0, 0
43953.25, 81.946221, 298.850231, 15.1475, -0.0038228, -0.0002387, 34.16, 476, 8, 223, 1
43953.25, 81.946783, 298.833845, 14.9188, -0.0024275, -0.0002777, 21.29, 165, 2, -40, 2
43953.25, 81.947345, 298.817459, 15.0277, -0.0100531, -0.0038653, 28.83, 531, 14, -303, 3
43953.25, 81.946697, 298.836355, 14.9094, -0.0048945, 0.0000000, 17.92, 50, 1, 0, 0
43953.50, 81.946497, 298.850687, 15.1084, 0.0007088, 0.0007158, 28.35, 465, 15, 222, 1
43953.50, 81.947061, 298.834319, 14.8722, -0.0005472, 0.0002120, 20.83, 166, 1, -40, 2
43953.50, 81.947626, 298.817950, 14.8830, -0.0036516, -0.0005860, 18.67, 515, 32, -303, 3
43953.50, 81.946975, 298.836838, 14.7620, -0.0033607, 0.0014590, 14.14, 50, 0, 0, 0
43953.75, 81.946777, 298.851145, 15.1418, 0.0020329, 0.0015738, 28.32, 462, 21, 222, 1
43953.75, 81.947339, 298.834786, 14.8495, -0.0007752, 0.0000000, 19.28, 167, 1, -41, 2
43953.75, 81.947901, 298.818427, 14.8444, 0.0005802, 0.0004921, 16.38, 515, 27, -303, 3
43953.75, 81.947252, 298.837324, 14.7563, 0.0031874, 0.0012345, 15.90, 50, 0, 0, 0
43954.00, 81.947058, 298.851579, 15.1916, 0.0001135, 0.0011964, 29.96, 469, 18, 221, 1
43954.00, 81.947617, 298.835238, 14.8424, 0.0004692, -0.0001437, 19.46, 166, 2, -41, 2
43954.00, 81.948176, 298.818898, 14.9477, 0.0026253, 0.0014716, 18.18, 494, 43, -303, 3
43954.00, 81.947529, 298.837810, 14.8421, 0.0020008, -0.0005030, 16.97, 52, 0, 0, 0
43954.25, 81.947337, 298.852019, 15.1978, -0.0015664, 0.0001581, 32.02, 475, 12, 220, 1
43954.25, 81.947895, 298.835704, 14.8746, 0.0016626, 0.0003715, 23.65, 160, 6, -42, 2
43954.25, 81.948454, 298.819389, 14.9736, -0.0028595, 0.0000000, 24.27, 480, 54, -303, 3
43954.50, 81.947614, 298.852491, 15.1309, -0.0039161, -0.0006631, 32.34, 461, 12, 220, 1
43954.50, 81.948173, 298.836189, 14.8617, -0.0027502, -0.0006330, 27.77, 161, 6, -42, 2
43954.50, 81.948731, 298.819886, 14.8883, 0.0014796, -0.0001360, 25.22, 492, 46, -303, 3
43954.75, 81.947892, 298.852969, 15.0865, 0.0034348, 0.0018927, 31.77, 471, 11, 220, 1
43954.75, 81.948449, 298.836687, 14.8713, 0.0046316, 0.0003268, 27.52, 161, 6, -41, 2
43954.75, 81.949007, 298.820404, 14.8824, 0.0025716, -0.0006780, 28.14, 503, 41, -303, 3
43955.00, 81.948172, 298.853442, 15.1080, 0.0003127, 0.0020684, 30.19, 466, 13, 220, 1
43955.00, 81.948726, 298.837176, 14.9984, 0.0028436, 0.0007127, 27.74, 159, 3, -41, 2
43955.00, 81.949281, 298.820910, 14.9630, 0.0049737, -0.0005560, 36.23, 524, 23, -302, 3
43955.25, 81.948450, 298.853914, 15.1311, 0.0013158, 0.0028752, 27.37, 467, 17, 219, 1
43955.25, 81.949003, 298.837666, 14.9725, -0.0035899, -0.0009706, 23.33, 160, 3, -41, 2
43955.25, 81.949557, 298.821418, 15.0235, 0.0040972, -0.0019968, 41.90, 522, 27, -302, 3
43955.25, 81.948916, 298.840230, 15.0080, -0.0095226, -0.0039480, 22.11, 50, 1, 0, 0
43955.50, 81.948727, 298.854394, 15.0882, -0.0063258, 0.0007107, 24.20, 473, 15, 219, 1
43955.50, 81.949281, 298.838160, 14.8562, -0.0033607, -0.0018432, 19.45, 158, 7, -41, 2
43955.50, 81.949834, 298.821926, 15.0083, -0.0030273, -0.0032739, 41.66, 521, 29, -301, 3
43955.75, 81.949005, 298.854861, 14.9863, -0.0036350, 0.0001357, 22.53, 478, 10, 219, 1
43955.75, 81.949558, 298.838646, 14.8334, 0.0003401, -0.0005824, 22.20, 163, 4, -41, 2
43955.75, 81.950111, 298.822432, 14.9756, -0.0002781, -0.0015190, 33.67, 519, 31, -301, 3
43956.00, 81.949283, 298.855322, 15.0377, 0.0043251, 0.0017155, 27.28, 467, 20, 219, 1
43956.00, 81.949836, 298.839120, 14.8329, 0.0007705, 0.0000000, 19.95, 164, 4, -41, 2
43956.00, 81.950388, 298.822918, 15.0718, 0.0092028, -0.0020778, 45.11, 529, 23, -301, 3
43956.25, 81.949562, 298.855769, 15.1313, 0.0017810, 0.0023247, 36.20, 480, 8, 218, 1
43956.25, 81.950114, 298.839579, 14.8454, 0.0010619, 0.0004954, 20.61, 164, 3, -41, 2
43956.25, 81.950665, 298.823389, 15.1082, -0.0025849, -0.0059345, 44.02, 527, 28, -301, 3
43956.25, 81.950026, 298.842158, 14.7727, 0.0036886, 0.0021866, 14.51, 50, 0, 0, 0
43956.50, 81.949841, 298.856213, 14.9971, -0.0077097, -0.0001013, 30.33, 481, 11, 218, 1
43956.50, 81.950392, 298.840032, 14.8817, 0.0014542, 0.0010894, 20.37, 166, 4, -42, 2
43956.50, 81.950942, 298.823850, 15.0407, -0.0023363, -0.0042332, 37.24, 533, 22, -301, 3
43956.50, 81.950303, 298.842639, 14.8805, 0.0038701, 0.0038733, 16.29, 51, 1, 0, 0
43956.75, 81.950121, 298.856644, 14.9168, -0.0032450, -0.0009469, 24.37, 480, 13, 217, 1
43956.75, 81.950670, 298.840481, 14.9127, 0.0014231, 0.0007456, 22.56, 165, 6, -42, 2
43956.75, 81.951219, 298.824319, 15.0512, -0.0005242, -0.0016990, 29.81, 534, 17, -301, 3
43956.75, 81.950581, 298.843120, 14.9454, -0.0008516, -0.0033869, 28.14, 51, 1, 0, 0
43957.00, 81.950400, 298.857078, 15.0125, 0.0032094, -0.0004899, 29.63, 484, 10, 216, 1
43957.00, 81.950949, 298.840918, 14.9416, 0.0014266, 0.0000000, 26.57, 167, 4, -43, 2
43957.00, 81.951499, 298.824758, 15.0804, 0.0024196, -0.0011866, 29.03, 531, 10, -302, 3
43957.00, 81.950858, 298.843600, 14.9310, 0.0019436, -0.0073797, 24.42, 51, 1, 0, 0
43957.25, 81.950679, 298.857498, 15.1622, 0.0040873, -0.0009231, 34.87, 479, 12, 215, 1
43957.25, 81.951229, 298.841342, 14.9876, 0.0022420, -0.0002929, 26.36, 169, 1, -44, 2
43957.25, 81.951778, 298.825187, 14.9369, -0.0085419, -0.0042749, 21.78, 525, 22, -303, 3
43957.50, 81.950959, 298.857924, 15.3460, 0.0037466, -0.0010211, 43.39, 479, 5, 214, 1
43957.50, 81.951507, 298.841786, 14.9893, -0.0017943, -0.0003694, 24.67, 168, 2, -44, 2
43957.50, 81.952055, 298.825648, 14.7505, -0.0044311, -0.0024808, 15.36, 529, 13, -303, 3
43957.50, 81.951413, 298.844561, 14.9167, 0.0035478, 0.0006197, 16.86, 50, 1, 0, 0
43957.75, 81.951240, 298.858331, 15.2645, -0.0056544, -0.0025397, 39.98, 488, 5, 213, 1
43957.75, 81.951786, 298.842215, 14.8738, -0.0040481, -0.0005608, 20.85, 163, 5, -45, 2
43957.75, 81.952333, 298.826099, 14.6755, -0.0006490, -0.0015945, 16.22, 535, 13, -304, 3
43957.75, 81.951690, 298.845041, 14.8554, -0.0051576, -0.0007649, 18.54, 52, 0, 0, 0
43958.00, 81.951520, 298.858727, 15.0940, -0.0046772, -0.0030856, 28.64, 478, 11, 212, 1
43958.00, 81.952065, 298.842644, 14.8368, 0.0027301, -0.0006183, 21.14, 164, 4, -46, 2
43958.00, 81.952611, 298.826562, 14.6769, 0.0007175, -0.0017935, 19.31, 538, 9, -304, 3
43958.00, 81.951968, 298.845521, 14.7009, -0.0023086, 0.0007209, 10.18, 51, 1, 0, 0
43958.25, 81.951799, 298.859157, 15.0157, 0.0007512, -0.0016861, 22.26, 466, 24, 211, 1
43958.25, 81.952344, 298.843095, 14.8981, 0.0010934, -0.0012673, 26.03, 157, 8, -47, 2
43958.25, 81.952889, 298.827033, 14.7723, 0.0043940, -0.0009042, 21.89, 537, 14, -304, 3
43958.50, 81.952078, 298.859601, 15.0766, 0.0063446, 0.0015083, 31.23, 473, 19, 210, 1
43958.50, 81.952622, 298.843554, 14.8610, -0.0047929, -0.0005328, 26.13, 157, 6, -47, 2
43958.50, 81.953166, 298.827507, 14.9222, 0.0024447, -0.0009725, 27.17, 545, 9, -304, 3
43958.75, 81.952357, 298.860040, 15.1003, 0.0002348, 0.0016242, 34.16, 479, 17, 210, 1
43958.75, 81.952900, 298.844015, 14.7116, -0.0029402, 0.0003257, 15.51, 159, 4, -47, 2
43958.75, 81.953443, 298.827991, 14.9137, -0.0030620, -0.0017046, 26.04, 533, 23, -304, 3
43959.00, 81.952637, 298.860486, 15.0900, -0.0024202, 0.0012267, 36.31, 492, 6, 209, 1
43959.00, 81.953177, 298.844482, 14.6842, 0.0009853, 0.0010143, 14.12, 155, 8, -47, 2
43959.00, 81.953717, 298.828479, 14.9042, 0.0008644, -0.0007642, 26.48, 538, 20, -304, 3
43959.00, 81.953077, 298.847441, 14.7669, 0.0046685, 0.0018704, 20.75, 51, 0, 0, 0
43959.25, 81.952913, 298.860950, 15.0757, -0.0004212, 0.0024288, 36.55, 481, 17, 209, 1
43959.25, 81.953455, 298.844959, 14.7525, -0.0005191, 0.0014765, 19.30, 160, 5, -47, 2
43959.25, 81.953997, 298.828969, 14.9329, -0.0014198, -0.0008962, 30.54, 545, 12, -304, 3
43959.25, 81.953355, 298.847918, 14.9467, 0.0028239, 0.0030104, 30.00, 50, 0, 0, 0
43959.50, 81.953193, 298.861383, 15.0670, -0.0016479, 0.0019870, 33.36, 473, 26, 208, 1
43959.50, 81.953733, 298.845412, 14.8522, 0.0032645, 0.0018916, 25.01, 165, 2, -48, 2
43959.50, 81.954274, 298.829442, 14.9698, 0.0000000, 0.0001997, 32.22, 555, 9, -304, 3
43959.50, 81.953632, 298.848397, 15.0556, 0.0015707, 0.0061840, 31.69, 50, 0, 0, 0
43959.75, 81.953471, 298.861855, 15.0910, 0.0023387, 0.0023861, 25.88, 462, 39, 208, 1
43959.75, 81.954010, 298.845904, 14.8754, -0.0013499, 0.0001345, 22.70, 167, 2, -48, 2
43959.75, 81.954549, 298.829954, 15.0397, 0.0017283, 0.0008619, 34.04, 540, 21, -303, 3
43959.75, 81.953910, 298.848877, 15.0412, -0.0036168, 0.0058064, 21.58, 52, 0, 0, 0
43960.00, 81.953747, 298.862323, 15.1843, 0.0000000, 0.0023730, 36.85, 458, 46, 208, 1
43960.00, 81.954288, 298.846395, 14.8019, -0.0013249, 0.0008710, 20.51, 167, 1, -47, 2
43960.00, 81.954828, 298.830466, 15.2449, 0.0038156, 0.0025052, 39.81, 541, 11, -303, 3
43960.00, 81.954187, 298.849354, 14.9562, -0.0019159, 0.0025115, 17.46, 52, 0, 0, 0
43960.25, 81.954027, 298.862793, 15.2511, 0.0034229, 0.0053107, 48.52, 479, 27, 208, 1
43960.25, 81.954565, 298.846877, 14.7763, 0.0001493, 0.0014959, 20.40, 168, 3, -47, 2
43960.25, 81.955102, 298.830961, 15.3095, 0.0014436, 0.0010933, 39.35, 549, 8, -302, 3
43960.25, 81.954465, 298.849834, 14.9826, 0.0040823, -0.0017558, 24.10, 53, 0, 0, 0
43960.50, 81.954306, 298.863244, 15.4017, -0.0031906, 0.0013310, 64.29, 482, 9, 207, 1
43960.50, 81.954842, 298.847349, 14.9148, 0.0057629, 0.0041855, 30.12, 165, 2, -47, 2
43960.50, 81.955379, 298.831454, 15.1757, -0.0027102, -0.0021307, 35.61, 528, 28, -302, 3
43960.50, 81.954742, 298.850314, 15.1984, 0.0112447, -0.0023215, 28.61, 53, 0, 0, 0
43960.75, 81.954583, 298.863709, 15.5208, 0.0018092, -0.0001020, 56.28, 479, 10, 207, 1
43960.75, 81.955120, 298.847823, 14.9873, -0.0018590, 0.0026902, 34.92, 162, 3, -48, 2
43960.75, 81.955657, 298.831936, 15.0880, 0.0016415, -0.0023343, 34.31, 530, 23, -302, 3
43960.75, 81.955020, 298.850792, 15.2618, -0.0018002, -0.0071128, 35.75, 51, 0, 0, 0
43961.00, 81.954861, 298.864170, 15.4803, -0.0021462, 0.0003046, 51.58, 494, 5, 207, 1
43961.00, 81.955397, 298.848297, 14.9345, -0.0006592, 0.0019561, 31.00, 158, 9, -48, 2
43961.00, 81.955934, 298.832424, 15.2111, 0.0047142, -0.0019165, 40.19, 555, 7, -302, 3
43961.25, 81.955141, 298.864604, 15.2572, -0.0096943, -0.0013278, 42.33, 484, 14, 206, 1
43961.25, 81.955676, 298.848748, 14.9270, 0.0005045, 0.0015003, 28.52, 155, 12, -48, 2
43961.25, 81.956210, 298.832893, 15.2638, -0.0062949, -0.0032538, 41.08, 555, 7, -302, 3
43961.50, 81.955419, 298.865050, 15.0732, -0.0032781, -0.0002623, 30.09, 481, 17, 205, 1
43961.50, 81.955954, 298.849204, 14.9422, 0.0012439, 0.0005553, 32.96, 157, 9, -48, 2
43961.50, 81.956489, 298.833358, 15.2009, -0.0021462, -0.0004516, 32.33, 548, 15, -302, 3
43961.75, 81.955698, 298.865487, 14.9619, -0.0025089, 0.0006295, 26.30, 485, 21, 205, 1
43961.75, 81.956232, 298.849654, 15.0066, -0.0002443, -0.0012280, 36.42, 162, 3, -49, 2
43961.75, 81.956766, 298.833821, 15.2190, 0.0016719, 0.0007411, 30.24, 544, 20, -302, 3
43962.00, 81.955977, 298.865927, 14.9406, 0.0006077, 0.0019210, 27.81, 491, 18, 204, 1
43962.00, 81.956510, 298.850105, 15.0524, 0.0026353, -0.0008574, 38.83, 167, 2, -49, 2
43962.00, 81.957044, 298.834284, 15.2809, -0.0012806, 0.0003632, 32.81, 529, 31, -303, 3
43962.25, 81.956257, 298.866341, 14.9889, 0.0025511, 0.0027675, 30.77, 498, 9, 203, 1
43962.25, 81.956789, 298.850544, 15.1258, 0.0045774, 0.0004395, 38.51, 162, 7, -50, 2
