UTC_Seconds_Of_Day, Lat(deg), Long(deg), WGS84_Ellipsoid_Height(m), S-to-N_Slp, W-to-E_Slp, RMS_Fit(cm), Num_ATM_obs_Used, Num_Of_ATM_obs_Removed, Dist_Block_To_Right_aircraft(m), Track_ID
44264.25, 82.280876, 299.811027, 17.0859, 0.0040306, -0.0055942, 14.35, 298, 17, 0, 0
44264.50, 82.280851, 299.816595, 16.9996, -0.0075381, 0.0003823, 12.48, 548, 12, 77, 1
44264.50, 82.281172, 299.811391, 17.1271, -0.0001684, -0.0072119, 18.11, 314, 13, -9, 2
44264.50, 82.281492, 299.806187, 17.1373, -0.0016234, 0.0046141, 12.80, 583, 32, -94, 3
44264.50, 82.281139, 299.811922, 17.0858, 0.0007283, -0.0072691, 15.52, 294, 13, 0, 0
44264.75, 82.281115, 299.817498, 16.9216, 0.0000000, -0.0001439, 5.17, 531, 18, 77, 1
44264.75, 82.281435, 299.812289, 17.0065, -0.0007274, -0.0014182, 11.16, 310, 22, -9, 2
44264.75, 82.281755, 299.807080, 17.0679, -0.0022651, 0.0013694, 13.07, 592, 21, -94, 3
44264.75, 82.281402, 299.812819, 16.9960, 0.0000000, -0.0004492, 11.53, 286, 20, 0, 0
44265.00, 82.281380, 299.818371, 16.9398, 0.0007534, -0.0002507, 5.29, 523, 27, 77, 1
44265.00, 82.281702, 299.813119, 16.9446, -0.0011582, -0.0003189, 5.44, 318, 25, -10, 2
44265.00, 82.282025, 299.807867, 17.0131, 0.0011984, 0.0004195, 11.65, 599, 19, -96, 3
44265.00, 82.281666, 299.813713, 16.9440, -0.0014833, 0.0002532, 5.27, 287, 29, 0, 0
44265.25, 82.281648, 299.819202, 16.9672, 0.0013586, 0.0003693, 7.31, 517, 39, 75, 1
44265.25, 82.281973, 299.813904, 16.9134, -0.0003623, -0.0002305, 3.44, 312, 23, -12, 2
44265.25, 82.282297, 299.808606, 17.0348, 0.0008040, -0.0007607, 12.97, 596, 24, -99, 3
44265.25, 82.281929, 299.814610, 16.9130, -0.0004536, -0.0001166, 3.58, 292, 19, 0, 0
44265.50, 82.281916, 299.820012, 17.0249, -0.0001636, -0.0007684, 16.28, 536, 18, 74, 1
44265.50, 82.282242, 299.814695, 16.9686, 0.0020285, 0.0011147, 9.78, 315, 25, -13, 2
44265.50, 82.282568, 299.809378, 17.0852, 0.0004284, -0.0006064, 21.24, 597, 14, -101, 3
44265.50, 82.282193, 299.815505, 16.9705, 0.0019483, 0.0012154, 11.15, 286, 22, 0, 0
44265.75, 82.282190, 299.820732, 16.9576, -0.0027639, -0.0021217, 10.82, 532, 30, 71, 1
44265.75, 82.282514, 299.815454, 16.9882, -0.0024537, -0.0013226, 10.82, 312, 20, -16, 2
44265.75, 82.282838, 299.810175, 17.0171, -0.0022793, -0.0023856, 17.97, 585, 26, -102, 3
44265.75, 82.282456, 299.816400, 16.9817, -0.0029191, -0.0018193, 10.46, 289, 20, 0, 0
44266.00, 82.282461, 299.821503, 16.8917, -0.0002101, -0.0003303, 3.95, 543, 23, 69, 1
44266.00, 82.282784, 299.816233, 16.9076, -0.0002121, -0.0003723, 4.33, 304, 28, -17, 2
44266.00, 82.283108, 299.810964, 16.9669, 0.0006399, -0.0009859, 11.59, 562, 46, -104, 3
44266.00, 82.282719, 299.817297, 16.9019, 0.0002110, -0.0001545, 3.19, 286, 22, 0, 0
44266.25, 82.282729, 299.822327, 16.8815, -0.0002462, -0.0003435, 4.42, 556, 10, 68, 1
44266.25, 82.283052, 299.817065, 16.8974, -0.0003069, 0.0000000, 3.96, 322, 12, -19, 2
44266.25, 82.283375, 299.811804, 16.9482, -0.0013879, -0.0012077, 9.41, 565, 44, -105, 3
44266.25, 82.282982, 299.818192, 16.8978, -0.0002885, -0.0001485, 3.67, 298, 9, 0, 0
44266.50, 82.282998, 299.823126, 16.8918, 0.0008718, 0.0009636, 5.94, 547, 28, 66, 1
44266.50, 82.283318, 299.817900, 16.8865, -0.0003765, -0.0001909, 3.69, 326, 4, -20, 2
44266.50, 82.283638, 299.812674, 16.9069, 0.0000000, -0.0004071, 5.35, 579, 25, -105, 3
44266.50, 82.283245, 299.819088, 16.8842, -0.0003941, -0.0001735, 3.72, 304, 4, 0, 0
44266.75, 82.283258, 299.824078, 16.9027, -0.0005287, 0.0007070, 6.05, 540, 34, 67, 1
44266.75, 82.283579, 299.818828, 16.8823, 0.0001183, 0.0002890, 3.30, 333, 1, -19, 2
44266.75, 82.283901, 299.813579, 16.9097, 0.0005771, -0.0003332, 4.88, 587, 16, -105, 3
44266.75, 82.283509, 299.819984, 16.8821, 0.0003708, 0.0003442, 3.28, 308, 1, 0, 0
44267.00, 82.283514, 299.825084, 16.8991, -0.0002034, 0.0000000, 5.33, 545, 17, 69, 1
44267.00, 82.283838, 299.819804, 16.8953, 0.0003428, 0.0005093, 2.88, 330, 4, -18, 2
44267.00, 82.284161, 299.814525, 16.9134, 0.0000000, -0.0005871, 4.94, 597, 8, -104, 3
44267.00, 82.283772, 299.820878, 16.8981, 0.0003384, 0.0004650, 3.36, 308, 2, 0, 0
44267.25, 82.283772, 299.826068, 16.8924, -0.0001986, -0.0004942, 4.47, 541, 14, 71, 1
44267.25, 82.284095, 299.820792, 16.9165, 0.0004242, 0.0005657, 3.68, 326, 6, -16, 2
44267.25, 82.284418, 299.815516, 16.9122, 0.0001657, -0.0003132, 5.00, 611, 1, -103, 3
44267.25, 82.284035, 299.821773, 16.9184, 0.0006184, 0.0003529, 3.94, 302, 5, 0, 0
44267.50, 82.284033, 299.827012, 16.8897, 0.0004583, -0.0002139, 4.41, 544, 7, 71, 1
44267.50, 82.284353, 299.821768, 16.9336, 0.0003973, 0.0000000, 4.51, 324, 7, -15, 2
44267.50, 82.284673, 299.816524, 16.9258, 0.0002103, 0.0004118, 5.53, 606, 9, -101, 3
44267.50, 82.284298, 299.822668, 16.9293, 0.0003183, -0.0004092, 4.19, 298, 4, 0, 0
44267.75, 82.284296, 299.827900, 16.8979, 0.0004775, 0.0000000, 4.65, 551, 2, 71, 1
44267.75, 82.284617, 299.822650, 16.9278, -0.0003255, -0.0005779, 4.21, 324, 3, -15, 2
44267.75, 82.284938, 299.817401, 16.9336, 0.0004553, 0.0001623, 5.56, 598, 18, -101, 3
44267.75, 82.284562, 299.823560, 16.9229, 0.0000000, -0.0004889, 4.04, 300, 1, 0, 0
44268.00, 82.284562, 299.828739, 16.9050, 0.0002694, -0.0001624, 4.41, 549, 2, 70, 1
44268.00, 82.284886, 299.823456, 16.9143, 0.0000000, 0.0000000, 3.84, 333, 1, -16, 2
44268.00, 82.285209, 299.818173, 16.9289, 0.0000000, -0.0005914, 4.39, 594, 18, -103, 3
44268.00, 82.284825, 299.824452, 16.9154, 0.0000000, 0.0000000, 3.97, 303, 1, 0, 0
44268.25, 82.284830, 299.829570, 16.9065, 0.0000000, -0.0003212, 4.23, 551, 0, 69, 1
44268.25, 82.285154, 299.824276, 16.9154, 0.0000000, 0.0000000, 3.92, 335, 0, -18, 2
44268.25, 82.285477, 299.818982, 16.9222, 0.0000000, -0.0006022, 4.34, 594, 7, -104, 3
44268.25, 82.285088, 299.825346, 16.9158, 0.0001176, 0.0000000, 4.05, 307, 0, 0, 0
44268.50, 82.285100, 299.830347, 16.9073, 0.0003107, 0.0000000, 4.42, 564, 0, 67, 1
44268.50, 82.285422, 299.825072, 16.9243, 0.0002254, 0.0000000, 3.74, 333, 1, -19, 2
44268.50, 82.285744, 299.819797, 16.9277, 0.0005829, -0.0004399, 4.60, 595, 4, -106, 3
44268.50, 82.285351, 299.826240, 16.9207, 0.0001615, -0.0001228, 3.64, 306, 1, 0, 0
44268.75, 82.285369, 299.831137, 16.9149, 0.0003286, 0.0001897, 4.41, 562, 3, 66, 1
44268.75, 82.285690, 299.825895, 16.9279, 0.0001826, -0.0003870, 3.67, 325, 3, -20, 2
44268.75, 82.286011, 299.820654, 16.9396, 0.0000000, 0.0000000, 4.76, 591, 8, -106, 3
44268.75, 82.285614, 299.827130, 16.9194, 0.0000000, -0.0001472, 3.55, 303, 5, 0, 0
44269.00, 82.285637, 299.831967, 16.9268, 0.0004611, 0.0007010, 4.22, 531, 28, 65, 1
44269.00, 82.285955, 299.826747, 16.9262, 0.0001594, -0.0002695, 3.57, 324, 2, -21, 2
44269.00, 82.286273, 299.821528, 16.9492, 0.0001547, 0.0003740, 5.62, 596, 8, -107, 3
44269.00, 82.285877, 299.828025, 16.9187, 0.0002375, 0.0000000, 3.52, 304, 4, 0, 0
44269.25, 82.285900, 299.832840, 16.9558, 0.0001439, 0.0015105, 7.64, 508, 57, 64, 1
44269.25, 82.286219, 299.827623, 16.9257, 0.0000000, -0.0001308, 3.29, 324, 1, -21, 2
44269.25, 82.286539, 299.822406, 16.9405, -0.0002654, -0.0004609, 6.50, 604, 2, -107, 3
44269.25, 82.286140, 299.828915, 16.9222, 0.0000000, 0.0000000, 3.30, 306, 0, 0, 0
44269.50, 82.286164, 299.833722, 16.9459, -0.0014046, 0.0000000, 6.22, 511, 56, 64, 1
44269.50, 82.286483, 299.828505, 16.9226, -0.0002358, 0.0000000, 3.15, 325, 2, -21, 2
44269.50, 82.286803, 299.823288, 16.9333, 0.0004620, -0.0002896, 6.02, 595, 6, -107, 3
44269.50, 82.286404, 299.829808, 16.9223, 0.0000000, 0.0001361, 3.04, 304, 1, 0, 0
44269.75, 82.286423, 299.834670, 16.9457, 0.0007861, 0.0001555, 4.78, 560, 5, 65, 1
44269.75, 82.286744, 299.829432, 16.9263, 0.0002191, 0.0004490, 3.03, 325, 3, -21, 2
44269.75, 82.287065, 299.824194, 16.9428, 0.0007180, -0.0004257, 5.60, 589, 11, -107, 3
44269.75, 82.286667, 299.830700, 16.9325, 0.0004733, 0.0006202, 3.05, 299, 8, 0, 0
44270.00, 82.286681, 299.835636, 16.9976, 0.0023868, 0.0006627, 8.00, 537, 29, 66, 1
44270.00, 82.287003, 299.830385, 16.9553, 0.0008484, 0.0011194, 4.30, 327, 6, -20, 2
44270.00, 82.287325, 299.825134, 16.9392, 0.0001971, -0.0009684, 4.87, 577, 18, -106, 3
44270.00, 82.286929, 299.831593, 16.9738, 0.0010961, 0.0013911, 5.02, 308, 2, 0, 0
44270.25, 82.286936, 299.836664, 17.0451, 0.0000000, -0.0001245, 12.11, 514, 46, 69, 1
44270.25, 82.287259, 299.831389, 16.9790, -0.0004407, 0.0005614, 5.40, 333, 2, -18, 2
44270.25, 82.287583, 299.826115, 16.9364, 0.0002881, -0.0005807, 5.02, 569, 30, -105, 3
44270.25, 82.287192, 299.832486, 16.9935, -0.0006934, 0.0009829, 5.59, 304, 3, 0, 0
44270.50, 82.287191, 299.837694, 17.0003, -0.0010102, -0.0009183, 7.54, 508, 48, 71, 1
44270.50, 82.287515, 299.832401, 16.9776, 0.0000000, 0.0001229, 4.87, 332, 5, -16, 2
44270.50, 82.287839, 299.827108, 16.9577, 0.0011998, 0.0001831, 4.98, 572, 35, -103, 3
44270.50, 82.287455, 299.833380, 16.9836, -0.0005571, 0.0004579, 5.29, 301, 4, 0, 0
44270.75, 82.287447, 299.838703, 16.9821, 0.0005595, 0.0002722, 5.96, 544, 6, 73, 1
44270.75, 82.287770, 299.833419, 16.9905, 0.0007211, -0.0001011, 5.72, 324, 9, -14, 2
44270.75, 82.288093, 299.828134, 16.9831, 0.0000000, 0.0002099, 5.49, 593, 18, -101, 3
44270.75, 82.287718, 299.834273, 16.9871, 0.0004686, 0.0000000, 5.65, 296, 8, 0, 0
44271.00, 82.287705, 299.839679, 17.0018, 0.0004101, 0.0003515, 6.40, 539, 14, 74, 1
44271.00, 82.288026, 299.834425, 17.0164, 0.0006677, -0.0001757, 8.18, 326, 6, -12, 2
44271.00, 82.288347, 299.829170, 16.9974, 0.0000000, 0.0006952, 6.81, 604, 7, -98, 3
44271.00, 82.287980, 299.835167, 17.0131, 0.0009783, -0.0001853, 7.80, 299, 5, 0, 0
44271.25, 82.287962, 299.840646, 17.0073, -0.0004712, -0.0003667, 6.62, 549, 11, 75, 1
44271.25, 82.288283, 299.835402, 17.0382, 0.0008854, 0.0002681, 10.73, 326, 9, -11, 2
44271.25, 82.288605, 299.830157, 16.9907, 0.0000000, -0.0001107, 6.52, 603, 9, -97, 3
44271.25, 82.288243, 299.836059, 17.0542, 0.0018295, -0.0006350, 11.23, 304, 2, 0, 0
44271.50, 82.288220, 299.841610, 16.9953, -0.0001467, -0.0002463, 5.10, 556, 5, 77, 1
44271.50, 82.288541, 299.836370, 17.0467, -0.0002437, 0.0008666, 11.03, 315, 10, -10, 2
44271.50, 82.288863, 299.831130, 16.9863, 0.0002682, -0.0002982, 4.91, 612, 5, -96, 3
44271.50, 82.288506, 299.836949, 17.0584, -0.0003866, -0.0006242, 11.52, 298, 8, 0, 0
44271.75, 82.288478, 299.842578, 17.0439, 0.0022187, 0.0000000, 7.18, 530, 22, 78, 1
44271.75, 82.288800, 299.837328, 17.0347, -0.0003893, 0.0006828, 8.07, 322, 12, -8, 2
44271.75, 82.289121, 299.832079, 17.0137, 0.0008608, 0.0005600, 5.40, 598, 20, -95, 3
44271.75, 82.288768, 299.837844, 17.0363, -0.0006344, 0.0006670, 7.92, 293, 13, 0, 0
44272.00, 82.288738, 299.843538, 17.0785, -0.0001584, -0.0017062, 8.99, 534, 13, 79, 1
44272.00, 82.289058, 299.838293, 17.0117, -0.0009430, -0.0002078, 4.70, 315, 19, -7, 2
44272.00, 82.289377, 299.833048, 17.0373, -0.0003929, 0.0003329, 5.69, 571, 50, -93, 3
44272.00, 82.289030, 299.838739, 17.0131, -0.0012243, 0.0000000, 4.85, 297, 12, 0, 0
44272.25, 82.289001, 299.844427, 17.0318, -0.0001873, -0.0003846, 6.95, 529, 16, 79, 1
44272.25, 82.289320, 299.839184, 17.0111, 0.0009868, 0.0000000, 5.06, 321, 9, -7, 2
44272.25, 82.289640, 299.833940, 17.1281, 0.0038028, 0.0017084, 14.08, 606, 26, -93, 3
44272.25, 82.289293, 299.839629, 17.0075, 0.0009015, 0.0001304, 4.86, 301, 8, 0, 0
44272.50, 82.289266, 299.845275, 17.0590, 0.0017109, 0.0011166, 8.51, 503, 40, 78, 1
44272.50, 82.289591, 299.839948, 17.0683, 0.0028120, 0.0007656, 6.56, 318, 21, -9, 2
44272.50, 82.289916, 299.834621, 17.2881, 0.0034794, 0.0009126, 24.18, 608, 18, -97, 3
44272.50, 82.289556, 299.840519, 17.0646, 0.0029256, 0.0006529, 6.04, 287, 18, 0, 0
44272.75, 82.289535, 299.846052, 17.1074, 0.0000000, 0.0002673, 11.60, 528, 29, 76, 1
44272.75, 82.289862, 299.840688, 17.2557, 0.0052324, 0.0019847, 22.33, 335, 4, -12, 2
44272.75, 82.290190, 299.835323, 17.2366, -0.0051634, -0.0032699, 20.73, 587, 23, -100, 3
44272.75, 82.289818, 299.841410, 17.2610, 0.0069428, 0.0009798, 20.01, 300, 4, 0, 0
44273.00, 82.289808, 299.846751, 17.1005, -0.0003068, -0.0010647, 9.09, 540, 24, 73, 1
44273.00, 82.290135, 299.841406, 17.2472, -0.0082084, -0.0007017, 20.92, 333, 4, -15, 2
44273.00, 82.290462, 299.836062, 17.0882, -0.0030971, -0.0007118, 11.03, 590, 14, -102, 3
44273.00, 82.290081, 299.842300, 17.2742, -0.0066979, -0.0031211, 22.27, 303, 3, 0, 0
44273.25, 82.290083, 299.847439, 17.1276, 0.0010619, -0.0015381, 10.14, 554, 15, 70, 1
44273.25, 82.290408, 299.842137, 17.0686, 0.0000000, 0.0002340, 10.03, 310, 22, -17, 2
44273.25, 82.290732, 299.836835, 17.0578, 0.0000000, 0.0018085, 8.02, 589, 14, -104, 3
44273.25, 82.290343, 299.843192, 17.1066, -0.0023202, 0.0014177, 13.52, 295, 11, 0, 0
44273.50, 82.290353, 299.848197, 17.1213, 0.0003251, -0.0003330, 11.61, 557, 11, 68, 1
44273.50, 82.290675, 299.842949, 17.0901, 0.0011415, 0.0006270, 13.42, 321, 7, -19, 2
44273.50, 82.290998, 299.837702, 17.1009, 0.0013216, 0.0011626, 12.48, 586, 8, -105, 3
44273.50, 82.290606, 299.844084, 17.0952, 0.0010049, 0.0015399, 12.83, 296, 10, 0, 0
44273.75, 82.290618, 299.849046, 17.0994, -0.0009602, -0.0004414, 12.60, 553, 13, 67, 1
44273.75, 82.290939, 299.843814, 17.0745, -0.0013148, 0.0000000, 13.28, 323, 4, -19, 2
44273.75, 82.291260, 299.838582, 17.0868, -0.0006694, -0.0018857, 11.56, 594, 6, -105, 3
44273.75, 82.290868, 299.844979, 17.0765, -0.0016377, -0.0001822, 12.62, 302, 7, 0, 0
44274.00, 82.290877, 299.850002, 17.0752, -0.0012229, 0.0000000, 15.29, 555, 10, 68, 1
44274.00, 82.291199, 299.844746, 17.0231, -0.0002460, -0.0009198, 7.59, 322, 14, -18, 2
44274.00, 82.291520, 299.839491, 17.0490, -0.0002079, -0.0010134, 8.37, 592, 11, -105, 3
44274.00, 82.291130, 299.845872, 17.0079, -0.0004430, -0.0008661, 6.53, 290, 20, 0, 0
44274.25, 82.291135, 299.850969, 16.9930, -0.0017814, -0.0005793, 7.35, 524, 42, 69, 1
44274.25, 82.291456, 299.845716, 17.0394, 0.0018299, -0.0010308, 8.51, 313, 17, -17, 2
44274.25, 82.291777, 299.840463, 17.0446, -0.0003921, -0.0001795, 7.65, 585, 19, -103, 3
44274.25, 82.291392, 299.846764, 17.0124, 0.0015672, -0.0008376, 6.33, 290, 21, 0, 0
44274.50, 82.291390, 299.851968, 16.9765, 0.0004862, 0.0001036, 4.82, 538, 22, 71, 1
44274.50, 82.291712, 299.846702, 17.0448, -0.0003540, -0.0012130, 9.53, 317, 14, -16, 2
44274.50, 82.292035, 299.841436, 17.0398, 0.0005852, -0.0004659, 9.55, 586, 28, -102, 3
44274.50, 82.291654, 299.847655, 17.0275, 0.0002742, -0.0009700, 8.17, 291, 15, 0, 0
44274.75, 82.291647, 299.852947, 17.0050, 0.0006125, -0.0002065, 6.98, 550, 8, 72, 1
44274.75, 82.291970, 299.847676, 17.0108, -0.0008642, 0.0000000, 6.10, 316, 15, -14, 2
44274.75, 82.292292, 299.842405, 17.0330, 0.0011798, -0.0015625, 8.79, 592, 23, -101, 3
44274.75, 82.291917, 299.848546, 17.0129, -0.0007080, 0.0001044, 6.64, 289, 12, 0, 0
44275.00, 82.291907, 299.853880, 17.0161, 0.0003788, -0.0001095, 7.58, 545, 10, 73, 1
44275.00, 82.292227, 299.848632, 16.9877, -0.0001839, 0.0000000, 3.24, 305, 26, -13, 2
44275.00, 82.292547, 299.843385, 17.0394, 0.0003758, -0.0014079, 7.97, 602, 16, -99, 3
44275.00, 82.292178, 299.849436, 16.9918, -0.0004457, 0.0001938, 3.73, 280, 23, 0, 0
44275.25, 82.292168, 299.854797, 17.0181, -0.0002171, 0.0000000, 7.07, 544, 17, 73, 1
44275.25, 82.292487, 299.849571, 16.9890, 0.0001648, 0.0001228, 3.39, 324, 9, -12, 2
44275.25, 82.292806, 299.844346, 17.0236, -0.0002678, -0.0013253, 5.94, 589, 28, -98, 3
44275.25, 82.292441, 299.850325, 16.9916, 0.0001799, 0.0002480, 3.69, 295, 9, 0, 0
44275.50, 82.292427, 299.855723, 17.0113, -0.0001905, -0.0002925, 6.38, 544, 19, 74, 1
44275.50, 82.292747, 299.850493, 17.0051, 0.0008100, 0.0005487, 4.62, 321, 10, -12, 2
44275.50, 82.293067, 299.845263, 17.0225, 0.0008689, -0.0008729, 5.93, 606, 6, -98, 3
44275.50, 82.292703, 299.851215, 17.0067, 0.0008148, 0.0004840, 4.90, 294, 10, 0, 0
44275.75, 82.292687, 299.856660, 17.0075, -0.0001539, -0.0004794, 6.80, 552, 9, 75, 1
44275.75, 82.293007, 299.851419, 17.0447, 0.0007210, 0.0008810, 7.35, 323, 6, -11, 2
44275.75, 82.293327, 299.846177, 17.0440, 0.0002316, -0.0004367, 7.02, 586, 27, -97, 3
44275.75, 82.292965, 299.852104, 17.0510, 0.0010943, 0.0006333, 7.90, 303, 3, 0, 0
44276.00, 82.292949, 299.857569, 17.0028, 0.0002691, -0.0002678, 6.49, 555, 5, 75, 1
44276.00, 82.293268, 299.852336, 17.0650, -0.0007102, 0.0002726, 9.13, 322, 7, -11, 2
44276.00, 82.293587, 299.847103, 17.0674, 0.0001153, 0.0007113, 7.95, 584, 31, -97, 3
44276.00, 82.293228, 299.852994, 17.0693, -0.0007486, -0.0002613, 9.27, 302, 7, 0, 0
44276.25, 82.293209, 299.858481, 17.0141, 0.0010224, 0.0005192, 6.10, 542, 9, 75, 1
44276.25, 82.293528, 299.853256, 17.0914, 0.0019771, 0.0006173, 9.77, 317, 13, -10, 2
44276.25, 82.293846, 299.848031, 17.0847, 0.0000000, 0.0010531, 8.26, 587, 30, -96, 3
44276.25, 82.293489, 299.853881, 17.0847, 0.0014770, -0.0001200, 9.37, 295, 14, 0, 0
44276.50, 82.293471, 299.859371, 17.0573, 0.0012142, 0.0002838, 7.65, 538, 12, 75, 1
44276.50, 82.293789, 299.854152, 17.1430, 0.0015513, 0.0000000, 9.09, 318, 17, -10, 2
44276.50, 82.294107, 299.848933, 17.2181, 0.0075205, 0.0019529, 16.36, 590, 23, -96, 3
44276.50, 82.293751, 299.854766, 17.1294, 0.0014883, 0.0000000, 8.77, 286, 19, 0, 0
44276.75, 82.293733, 299.860266, 17.1016, 0.0012984, -0.0008946, 8.49, 536, 20, 76, 1
44276.75, 82.294051, 299.855045, 17.1516, -0.0002514, -0.0011068, 9.68, 319, 16, -10, 2
44276.75, 82.294368, 299.849824, 17.3186, 0.0012014, -0.0036876, 21.74, 596, 17, -96, 3
44276.75, 82.294013, 299.855654, 17.1440, -0.0006440, -0.0002617, 10.05, 285, 19, 0, 0
44277.00, 82.293995, 299.861149, 17.1448, 0.0024742, -0.0002778, 10.20, 538, 18, 76, 1
44277.00, 82.294314, 299.855918, 17.2558, 0.0063647, 0.0006863, 19.80, 323, 14, -10, 2
44277.00, 82.294633, 299.850686, 17.2691, -0.0031079, -0.0037542, 20.33, 585, 26, -96, 3
44277.00, 82.294276, 299.856540, 17.2424, 0.0047307, 0.0017459, 20.04, 287, 15, 0, 0
44277.25, 82.294259, 299.862015, 17.2241, 0.0021741, -0.0005281, 15.17, 535, 21, 75, 1
44277.25, 82.294579, 299.856759, 17.3042, -0.0048477, -0.0012264, 28.52, 325, 9, -11, 2
44277.25, 82.294898, 299.851504, 17.2323, -0.0009957, -0.0002350, 17.80, 579, 34, -97, 3
44277.25, 82.294538, 299.857426, 17.3067, -0.0031177, 0.0009213, 28.94, 289, 10, 0, 0
44277.50, 82.294524, 299.862861, 17.2440, -0.0008268, -0.0023270, 17.43, 536, 25, 75, 1
44277.50, 82.294844, 299.857601, 17.1151, -0.0033958, -0.0017372, 13.86, 313, 16, -12, 2
44277.50, 82.295163, 299.852341, 17.1557, -0.0030579, -0.0010031, 13.06, 574, 35, -98, 3
44277.50, 82.294800, 299.858311, 17.1278, -0.0050282, -0.0013343, 15.04, 280, 19, 0, 0
44277.75, 82.294790, 299.863692, 17.2238, 0.0014049, 0.0000000, 18.60, 536, 28, 74, 1
44277.75, 82.295108, 299.858447, 17.0391, 0.0000000, -0.0007128, 5.97, 310, 17, -12, 2
44277.75, 82.295426, 299.853203, 17.0782, -0.0017137, 0.0000000, 8.06, 585, 26, -98, 3
44277.75, 82.295062, 299.859196, 17.0334, 0.0001796, -0.0006417, 5.55, 287, 18, 0, 0
44278.00, 82.295055, 299.864534, 17.2663, 0.0009674, -0.0007666, 21.69, 535, 26, 73, 1
44278.00, 82.295372, 299.859298, 17.0476, 0.0013696, -0.0004693, 5.74, 297, 29, -13, 2
44278.00, 82.295689, 299.854061, 17.0589, 0.0000000, 0.0005089, 7.27, 586, 22, -99, 3
44278.00, 82.295324, 299.860081, 17.0379, 0.0008309, -0.0007348, 5.34, 280, 28, 0, 0
44278.25, 82.295318, 299.865397, 17.3730, 0.0038080, -0.0025409, 26.47, 535, 18, 73, 1
44278.25, 82.295636, 299.860152, 17.2273, 0.0051648, 0.0029235, 19.59, 327, 7, -13, 2
44278.25, 82.295954, 299.854907, 17.0405, -0.0008738, -0.0004929, 6.78, 588, 16, -99, 3
44278.25, 82.295587, 299.860964, 17.2339, 0.0068628, 0.0041799, 17.39, 293, 15, 0, 0
44278.50, 82.295581, 299.866251, 17.4425, 0.0023122, -0.0011821, 28.97, 538, 12, 72, 1
44278.50, 82.295899, 299.861005, 17.3141, -0.0023625, 0.0015380, 20.83, 324, 12, -14, 2
44278.50, 82.296218, 299.855759, 17.0561, 0.0016344, 0.0009790, 5.97, 587, 17, -100, 3
44278.50, 82.295848, 299.861845, 17.3739, -0.0020295, 0.0000000, 24.07, 300, 8, 0, 0
44278.75, 82.295846, 299.867106, 17.3922, -0.0007058, 0.0024520, 24.78, 545, 14, 72, 1
44278.75, 82.296163, 299.861871, 17.2396, -0.0027830, -0.0023687, 18.85, 317, 11, -14, 2
44278.75, 82.296480, 299.856636, 17.1365, 0.0015771, 0.0016807, 8.98, 587, 18, -100, 3
44278.75, 82.296111, 299.862731, 17.2333, -0.0049266, -0.0030083, 16.87, 294, 12, 0, 0
44279.00, 82.296109, 299.867962, 17.3545, -0.0021825, 0.0015739, 22.81, 550, 13, 71, 1
44279.00, 82.296426, 299.862735, 17.1487, -0.0015007, -0.0022260, 15.26, 321, 5, -14, 2
44279.00, 82.296743, 299.857508, 17.3069, 0.0058712, 0.0034782, 18.60, 587, 18, -100, 3
44279.00, 82.296373, 299.863612, 17.1205, -0.0008772, 0.0009237, 12.96, 289, 15, 0, 0
44279.25, 82.296370, 299.868875, 17.2758, -0.0037473, 0.0006324, 19.50, 544, 13, 72, 1
44279.25, 82.296687, 299.863634, 17.1563, 0.0017812, 0.0015845, 11.36, 309, 20, -14, 2
44279.25, 82.297005, 299.858394, 17.4050, 0.0020260, -0.0019610, 25.64, 587, 21, -100, 3
44279.25, 82.296635, 299.864498, 17.1761, 0.0018561, 0.0024160, 12.79, 289, 17, 0, 0
44279.50, 82.296632, 299.869765, 17.2234, -0.0008735, 0.0043321, 24.77, 541, 15, 72, 1
44279.50, 82.296949, 299.864527, 17.1907, -0.0018924, -0.0005710, 14.17, 310, 21, -14, 2
44279.50, 82.297266, 299.859289, 17.3576, 0.0001266, -0.0053206, 24.11, 599, 15, -100, 3
44279.50, 82.296897, 299.865381, 17.2224, -0.0023871, -0.0022204, 17.23, 298, 12, 0, 0
44279.75, 82.296895, 299.870645, 17.2485, -0.0010574, 0.0033437, 24.99, 533, 23, 72, 1
44279.75, 82.297211, 299.865402, 17.1210, -0.0022325, -0.0016960, 11.43, 316, 15, -14, 2
44279.75, 82.297528, 299.860160, 17.3126, -0.0025437, -0.0035932, 20.94, 608, 8, -100, 3
44279.75, 82.297159, 299.866263, 17.1205, -0.0020635, -0.0020910, 11.89, 296, 14, 0, 0
44280.00, 82.297157, 299.871514, 17.2019, -0.0038281, -0.0010348, 15.18, 526, 27, 72, 1
44280.00, 82.297475, 299.866253, 17.1170, 0.0017440, 0.0005929, 10.01, 314, 16, -15, 2
44280.00, 82.297793, 299.860991, 17.2763, 0.0000000, -0.0014837, 17.53, 604, 14, -101, 3
44280.00, 82.297421, 299.867143, 17.1174, 0.0022923, 0.0000000, 9.76, 287, 19, 0, 0
44280.25, 82.297422, 299.872353, 17.1015, -0.0015899, -0.0008980, 11.02, 531, 34, 71, 1
44280.25, 82.297740, 299.867081, 17.1950, 0.0020653, 0.0009279, 13.27, 316, 13, -15, 2
44280.25, 82.298059, 299.861809, 17.1987, -0.0023546, -0.0025741, 13.46, 592, 22, -102, 3
